pvc_content,pet_content,additive_content,contamination_level,particle_size_d50,moisture_content,material_age,tensile_strength_input,extractant_type,extractant_conc,extraction_temp,extraction_time,ph_level,agitation_speed,pvc_purity,mass_yield,elec_consumption,thermal_consumption,tensile_strength_output,plasticizer_recovery,stabilizer_recovery,additive_purity,extractant_consumed
43.676965290216145,41.35786301405239,17.68942961444366,7.508619219963084,30.214852954415882,1.9534617346522882,12.047423285467987,116.08271977976993,1.0,41.894337770948304,45.3834132275953,150.55809456066135,3.7401090663761165,255.2576508697328,80.712587794796,62.5549156699639,159.48230181483873,496.9968203221679,61.421182047199494,54.77482873350457,28.23682616046757,74.4430977097659,2.3962398239987657
47.74339224318319,40.2248280591742,15.019445425143712,0.9212499803223706,49.38902315559758,1.0719236803390846,1.3312805702155686,225.307545596585,0.0,35.60298836210531,95.39907567593674,56.50412930820651,2.866084965776216,536.4935675248879,81.46583110949746,62.377235753625015,162.4216296320103,494.0573139668351,178.3735773968918,42.67082934193063,36.22903995969338,61.93348116945377,2.625796299329691
52.17312183463393,42.00813583429656,5.224657452300007,3.9044914032864355,22.672834064478863,6.896475343932177,15.653605703467502,224.25889193697998,2.0,11.913703206495319,47.29311099244086,175.1856711811757,5.739483033775669,370.35990158053926,80.12205298347095,70.24203222410564,188.34161842062008,552.3629199626766,140.83414140358767,54.50244379388048,32.3623075422517,90.77319060852064,0.5
69.07551844433266,44.715172899426946,8.064339827419674,13.618288947625505,26.260826442331066,3.1820242037010615,16.63740832549487,253.41168735123867,0.0,13.254071721497239,106.13538746855059,107.96647500620348,10.091344739166411,303.19257180967236,73.99905700103854,78.05075231037425,150.94954815162896,659.6957938084389,143.51645884121476,53.3938079476237,54.08141648427541,68.98449530452594,0.5
44.869513743567005,36.551650461022895,15.902191818949031,1.5252105307834034,46.12468121845271,1.695247805088834,4.935631690326738,165.35273835270056,0.0,12.438277049424963,110.6534196821769,164.51706130985755,4.027826650953117,257.0324839858903,81.9949364898857,69.59337912296805,177.47632405045226,833.3051186549765,118.78295512286347,55.36299404726801,36.37877044478609,71.17746477791866,0.7052713175632113
65.71881020670315,20.829302816179585,8.051384775585499,6.967102918412416,6.761079705949696,3.6458630752607446,15.584090311906625,280.71800492621395,1.0,45.845600849501864,117.53385955099236,40.04881870828338,5.3303276870962195,793.6505960719687,88.10362415640496,67.46462461992253,216.70329800266035,562.6879429818773,202.83045976480923,89.96920346509775,56.30767918071599,93.539987157402,2.2635664779129727
44.89135813213196,25.837847443417562,8.742794387695222,1.873767382129864,33.076152448368916,4.501490300927976,11.391808011060785,228.53867197983786,1.0,11.810099234970561,57.02461799996818,146.37767091657742,3.3511150552860887,419.35169906074157,85.22102094510521,68.98066213947052,177.9868335507621,530.4131562302331,178.19946878772262,48.591387347857676,23.033522942283643,66.0600843854893,0.9131032183706895
50.13885846897752,23.743472440013544,6.6520054371549,8.407643466628185,30.044109005216544,2.27634714000269,9.96537769352667,115.79608608468712,1.0,39.54425468176576,77.27861710927806,44.22087990573422,11.741396742177706,365.7363107784904,76.2245669528047,64.47300697640279,112.63242968440348,390.5596325829468,75.36369594873149,41.89751797680082,52.86927300165137,63.014469552913766,3.228304186178015
60.3316845214161,34.590717460014545,10.963973190883046,10.924870202629512,20.538802036557968,6.63153921341542,8.707582541938653,96.34223923611277,0.0,20.747165863681246,115.88076173839528,77.15622688242003,2.4503234975011283,228.27131209294694,74.42313685014831,70.9918204509076,129.52908376590648,654.8681119080552,54.55405221391289,48.30810326091374,30.88529070231116,62.76375638041673,1.929820086974849
58.49602514691726,31.936599775101648,15.152326147555288,4.302162108236741,49.705647593183784,4.375995911071671,1.5645561102866723,156.36976698850054,1.0,20.72479315892351,66.57800029337847,97.74381548214944,6.874268978740416,779.2642737113096,84.80670871049989,73.84220054787158,243.22536384299704,454.17906705284,130.44029853487967,73.96576848616266,50.453962622693815,93.57669678842348,2.4897241982804843
