pvc_content,pet_content,additive_content,contamination_level,particle_size_d50,moisture_content,material_age,tensile_strength_input,shredder_speed,mill_gap,sieve_mesh_size,separation_cycles,process_temp,throughput_rate,pvc_purity,pet_purity,mass_yield,elec_consumption,thermal_consumption,particle_size_out_d50
63.2186814566789,38.41764221205551,5.930946598102328,10.077812829211009,42.215232455920365,0.2710223611404521,16.755201682859266,153.50689553309056,916.0999706587471,0.19237273728597126,2.572417253329799,1.684819768973703,47.328582706504264,458.2727508642897,60.0,60.17861066406763,75.88973621530968,402.99219797805114,0.0,0.8188602994856085
53.16635319256157,42.1600721680927,11.873930623047709,14.408804437599375,22.59627986111362,5.464119651591982,12.287823752072569,192.62728823639785,557.1155958966185,2.329606626857621,6.797813155325877,3.027307864870199,27.131479374213797,170.22466600714165,60.0,55.0,73.98696647797263,407.96697905550093,0.0,2.802509525862437
65.75793759734148,43.02642993237979,6.935450857730626,5.563684823125038,47.67227049722512,7.603970158421649,5.652240196680602,50.160575924968434,1051.8678557465444,3.1285618073960353,7.785184442876726,1.45086426531144,54.15040560432658,293.83734471154787,60.0,58.14757602683201,71.04967150183124,456.05169695952753,0.0,3.7354989053572027
60.92104087178092,32.59082312957748,7.2849006523636355,6.376226512711968,32.71433219102797,6.633203922766002,15.167825012545697,211.21827866946555,440.9771602631173,2.355938376755815,2.0830433587705066,3.504195508981639,29.385729682001912,439.9566376142282,61.476964206566905,65.70187634172191,75.05396998519464,388.20184732903755,0.0,1.6491207005821682
42.82532043662948,33.00687786851422,14.484242195453152,12.181844417805888,6.236993833302846,2.2175851216843183,2.605137017864367,229.54394803198417,738.3934900866248,0.7401617545259414,0.9166536924702018,4.499596282225978,23.657500033871358,388.76774359967527,62.476879274735595,73.58410108028401,75.98140924731207,618.5818768528943,0.0,0.624492939721665
69.26867054910268,39.996760269095915,10.893910873553498,7.586434721141119,44.31210291722663,0.4266006794667252,15.713938854526878,191.77734137219807,384.13921714918246,2.0476230100841764,4.676080065362718,2.450075527214943,49.92007000573165,29.95929975469304,65.38754660042619,60.34080240544461,75.67943950958532,392.7036067853037,0.0,2.1788735614774537
62.83419105971059,27.86126729360503,18.827786752324926,11.048596396735995,24.71862694612449,7.522811300305444,12.209719222617258,174.139704260904,695.300616385842,2.117112906135707,7.853228816928152,1.6739708772216177,59.322407002797675,471.9674744225545,60.0,58.24174010330431,73.60810472392971,361.1290281514767,0.0,3.2708439605356783
63.58192915830861,40.93455905862672,9.787347419121051,6.895641966803881,7.511128914658797,7.4965017990376115,3.1042560495316303,252.4841184279271,352.4665089783862,1.019808020003818,6.682408437954355,2.600099983137652,71.24883838438359,32.856983086720234,60.28367015216228,65.13175032434376,73.6895007162001,378.6448248339926,0.0,2.115784415075454
43.843408980266375,32.353541162935585,15.892701925758516,3.232427127190507,8.058161625150326,4.259322557702955,2.5106056987550343,220.34317929131046,361.5786243715219,3.805904860907672,7.167876343938618,4.143867285802508,66.97013323725821,298.4916524434215,75.64522158895478,69.59742462781391,65.48859663292855,455.55871194390244,0.0,3.720197770287336
53.511578136867016,22.89641810838171,11.916491452323614,11.178057641715162,34.532929787938656,5.138539293372281,15.265890335292788,119.51850993000575,812.2233770420157,1.6748633326981366,4.326973729937,3.3659506963183823,71.4344307653929,291.9232739544307,60.0,65.65453861992886,66.12051150527219,536.309333593279,0.0,2.016253479627857
51.12394072697744,21.801478676823592,14.899269516939182,1.967327537770649,2.844939083109744,3.7008004856864662,6.565782223572906,289.7683345199965,463.78604217576674,2.98603772378622,2.731982679904164,1.4045728533104125,65.60412624925343,395.33121304413487,60.0,57.646950847750915,78.64711073139803,250.8976467083674,0.0,2.2839461200563798
67.80294966545806,41.04983027598658,13.995430350739856,2.978754952969621,14.686391363233756,3.3581229367900693,17.896735164577056,226.8167985488352,372.3672265642473,2.627077886697961,5.55189901120379,3.1487486173081334,62.19436381436836,82.73709540599906,73.63132379558647,65.76500969958728,72.42564134850893,366.06747206257774,0.0,2.682407067618433
59.31595360241994,21.389197922671947,12.091759591384973,9.40237474176313,7.419485728258471,0.9555874874296029,15.479387399573344,296.98473222810617,1129.7682501350732,4.3993926881603045,2.4414740906173704,2.872341525822373,20.60825414844198,97.89149211072485,60.60373068255283,55.0,72.97855903077239,626.072320111741,0.0,3.082616021057995
64.6828483981249,27.015285903341397,19.250916419366554,11.209047002881046,22.33333276605557,0.7740231868887681,14.265614649636605,292.8153290672171,243.00325074005107,0.6978731661279071,7.399172621358125,2.308449024084646,57.56613870855263,378.5323970417966,62.97303472623293,58.47124061855737,74.93270736866872,304.3078679860963,0.0,2.0344734904649124
53.30242596481993,28.353251012538646,10.140704641324337,13.420318303017226,21.010511713720884,1.8618571734094997,6.293515000035568,279.7274307025225,765.1481126958871,0.6598887404419547,2.371181331615032,1.4406423842132932,27.22890824834706,83.2573286816963,60.0,56.69671871355998,68.79693008110027,360.7092508542288,0.0,0.8521100428885207
