pvc_content,pet_content,additive_content,contamination_level,particle_size_d50,moisture_content,material_age,tensile_strength_input,solvent_concentration,dissolution_temp,dissolution_time,solid_liquid_ratio,precipitation_temp,washing_cycles,pvc_purity,pet_recovery,mass_yield,elec_consumption,thermal_consumption,tensile_strength_output,solvent_consumed
59.56897788102732,31.945698035077914,6.626341130477012,9.690555676435471,16.36438618276494,0.32926383843209805,3.658179510819352,220.06746336710296,33.6066063027272,135.08614627089923,79.50589746423383,107.21422864049887,14.976736127087786,1.0449358047468547,85.0,82.68919556499367,77.79158229191512,59.58782114402444,786.5970049608727,130.26530360777141,6.866799031791213
41.3132597091699,23.565484208049494,15.966189626205097,13.005747125973555,43.08126808495316,3.880500321573586,1.4391017626358138,296.3267791852221,79.7836921317188,76.42876299866424,173.61557668617115,37.70273578301378,15.448254888581051,2.090632495157806,85.0,76.54188994676264,80.86166021024762,66.84427332955613,629.7251081796614,220.85764745744933,19.242266094438605
40.60088760622651,36.63721355408971,13.244070093446586,13.173326568462581,7.112199881870874,1.5191877553650492,9.275086544604534,60.07363951387619,62.250636878693314,137.07206650608276,210.7526252724216,47.71574573580432,0.3195261322752385,4.643307341363705,85.0,95.54070071782552,82.37402168072568,80.54498049259992,1042.5383046601532,30.0,3.088815213175154
65.1763774753309,23.860748059496167,10.074001446791213,13.457565305380596,32.21933037523152,6.743710599347869,6.968029204849217,146.75528274925654,58.96157713588109,71.62652261304925,68.61727586388945,112.92708285464715,24.611237696413333,2.9700022047445884,85.0,70.0,80.43884521946765,65.35964888252019,302.0447939320069,102.73717993886285,12.34177037482947
57.61429142764175,34.21835197589288,18.019771353537386,6.877077433963477,46.802032274461,7.160476401595663,1.0383975056993244,279.75656094416473,74.12655663346389,119.9605074104141,122.96701417387868,151.405425243581,39.447208002503956,1.6014497001633767,85.0,84.25491360447808,86.90567995012644,66.06497206928445,723.2763354691165,198.0228923082292,15.118862059013079
46.741156906108735,36.33494859828321,16.602404004791502,14.971982524491915,33.75557468976611,0.766141476889028,10.208545013804208,222.9795025948912,45.78058685548859,156.14952035224366,176.23899468767382,31.725711568826434,22.85773137118141,4.221900232272388,85.0,98.0,74.22092194093952,72.50504485928636,1052.6272564137437,146.69653646856798,4.312013717411411
62.55376815455847,30.511668254674355,18.88528850194157,9.480317247847015,8.463953135719315,3.9119482385328537,18.988484878356154,51.16606258783872,59.77714518909372,144.96441216410642,138.7431342979022,56.296247115454435,28.77631069384985,3.3772087173934873,86.56643641497803,93.17156281854291,79.30844716329752,70.91569864145457,864.8189128006431,30.0,10.862708806686866
47.91076592435124,40.68332643642,7.848270636228918,9.966231512608095,34.98438464112674,4.6413008253147385,9.955203176122398,223.6909627542084,58.90093854567438,85.13847186543848,215.76771003638012,127.84729789089167,15.120999958869458,4.906653031989217,85.0,76.5299808280639,80.61412153992039,67.85217894229525,708.2818759972582,162.83392599670347,2.3667890715771884
52.59933729148804,44.77238173478435,18.69002300931075,3.109301512133491,45.566842859132336,1.1334048308772227,6.351875899802469,171.6654816536708,30.228915315517852,67.4686002275015,230.72473988574322,130.2832355841501,24.029878189389034,1.2274414151550777,85.0,71.8482991701592,75.18544289490512,61.440727199654475,639.511283939077,107.82115335943305,6.441617040673399
53.53094161003327,39.09848134376618,11.441163658209362,1.377844703586023,11.003603974731133,0.30797467159035197,15.683992693498585,258.72513558099865,78.23724402321649,154.72234014155802,16.8205316847327,163.85852320956678,15.830573853521837,1.854463196023017,98.88527088381147,85.54587760618786,86.04998459778682,58.11086723670293,750.2894889752192,200.637031561422,16.076045663555053
68.65943737663713,23.997336979919343,8.936937790727175,7.8425617003311965,20.658928431168473,2.9603866980427114,7.757605546359753,164.0255636904726,13.927029638323809,150.84359740057357,164.5160079713358,175.5786689588221,20.01487488752289,4.1048985486976335,85.0,90.46584260351,69.18146630942343,74.96074755499994,989.4563308299103,114.59633766369785,2.0440194101544376
66.75705007549128,23.695742694202853,7.23098380721612,2.5398450295999058,4.819311678045833,5.077141078581933,7.4914481881904535,63.55218851611542,25.979097174453685,118.33169482924447,81.25196440195622,95.07847153673427,0.6293389411929429,1.6163171277372852,85.0,82.94203155548026,77.35628317278258,59.17034770181666,685.4119065416244,30.0,6.6431021943382165
48.35899076556831,26.009764693745844,5.721125606920493,11.430535398146935,14.24688998171358,0.7075109650657989,9.14767411820079,118.88436744326268,44.54695049868866,61.85476675466039,128.5321478279261,139.06011408848897,13.564821831458973,1.400761418909461,85.0,70.0,71.37655180166608,59.45232651726131,399.9051458664586,60.55705369719237,7.005582440317168
48.35602893338127,29.061494768713526,17.094408639550224,2.095746237469304,13.087294657602953,3.451527819779522,19.49157059227185,187.7905876125614,57.092699228413544,112.56876763641938,122.75027334696067,106.10942189760559,8.414749334569693,4.577781696391831,86.4984291509764,83.99422029493874,82.02919002911868,76.41173721029624,753.3650329966265,111.51890729076588,9.553690609709008
52.65998724541788,36.90700277835673,18.362855662335598,4.858334318917489,45.27134664853977,0.22728341909996352,4.916767716810607,135.21376640256744,41.93816998594515,137.84449136904055,45.352233425484094,54.30132361962887,33.0877928040575,3.8552998933711895,88.23825371776174,90.18400661508038,72.32656103215194,78.75335895346882,653.69996564651,96.28233665674881,3.1665301402867145
40.12233174957966,42.99645583150816,11.125365173016373,3.5197267204102847,19.767080293860047,4.706584017124928,4.152975191218452,109.25089509593292,66.3985457265245,122.39980797554739,26.265468608672847,100.35155910995937,12.34016111202231,4.110651389611039,87.75570903418851,77.68144982321387,85.56473350031348,82.84033327520505,588.5549744317406,83.87076639578217,5.362661404583353
49.26771303235378,35.72541883977685,18.314781483209636,10.405849182955249,9.602498732533567,0.6564795970296373,19.041363007413434,89.69849001673566,55.54331576906105,130.16631056701658,19.472736504484846,176.45583719904187,0.8961633603236185,2.2749966701308746,85.0,73.99038196037041,79.11836778676108,56.10515519750788,619.9296998320062,30.0,9.539338441216334
68.55262049390844,44.88956653789077,14.537472966575022,9.259149278984777,8.669402548327456,6.00715808800222,4.949608448876056,141.1244863405967,14.06866596271566,103.62328173092135,102.52996319973828,120.83781283634366,15.2700453766312,4.613966746759502,85.0,78.1649079722928,70.04927175568592,70.46714143991555,645.7689839451726,121.81974237026,2.5880909616817336
65.14614334805438,39.30679503252827,15.035992537952236,7.038134328923152,29.68313325225089,5.623716556967769,1.118536041578388,151.07361060473903,13.097753942942907,102.68240708744285,189.87921183897964,56.75015433288892,1.1694478329568891,1.8974451322879538,85.0,83.11176973015188,70.29190626964616,60.271558738942424,825.347570016323,109.40674399629464,2.0
56.05384771292812,30.60519605395702,11.434323755822788,4.252572519340026,14.261338575892266,2.9892018079509954,12.116318376011229,142.5779949187763,49.59603132565134,135.25525556101584,185.73581965124896,157.06248137994393,23.96014599162235,1.3906891837239095,85.0,84.3710155069418,75.05977765573212,63.8030627317592,931.5117745729342,66.25836804390391,15.485958407997254
